stream,dataset,rule,strategy,f1,precision,recall,alarm_rate,flag_everything_f1,lift,warmup_contamination
nyc_taxi,NAB,target_rate@0.10,drift-triggered,0.19634928465712875,0.2006048387096774,0.19227053140096617,0.10643776824034334,0.1999034282955094,-0.0035541436383806357,0.0
nyc_taxi,NAB,quantile@0.9,static,0.18387799564270155,0.16746031746031745,0.2038647342995169,0.1351931330472103,0.1999034282955094,-0.01602543265280784,0.0
nyc_taxi,NAB,quantile@0.9,online-no-reset,0.15208690680388795,0.18627450980392157,0.1285024154589372,0.07660944206008584,0.1999034282955094,-0.04781652149162144,0.0
nyc_taxi,NAB,quantile@0.9,periodic,0.1685288640595903,0.16262353998203055,0.1748792270531401,0.1194206008583691,0.1999034282955094,-0.031374564235919083,0.0
nyc_taxi,NAB,quantile@0.9,drift-triggered,0.19634928465712875,0.2006048387096774,0.19227053140096617,0.10643776824034334,0.1999034282955094,-0.0035541436383806357,0.0
nyc_taxi,NAB,quantile@0.98,static,0.09907997169143665,0.18518518518518517,0.06763285024154589,0.04055793991416309,0.1999034282955094,-0.10082345660407274,0.0
nyc_taxi,NAB,quantile@0.98,online-no-reset,0.11197732104890147,0.21010638297872342,0.07632850241545894,0.04034334763948498,0.1999034282955094,-0.08792610724660792,0.0
nyc_taxi,NAB,quantile@0.98,periodic,0.06686930091185411,0.15658362989323843,0.04251207729468599,0.03015021459227468,0.1999034282955094,-0.13303412738365528,0.0
nyc_taxi,NAB,quantile@0.98,drift-triggered,0.07383100902378999,0.24456521739130435,0.043478260869565216,0.019742489270386267,0.1999034282955094,-0.12607241927171942,0.0
nyc_taxi,NAB,hand-tuned,static,0.09907997169143665,0.18518518518518517,0.06763285024154589,0.04055793991416309,0.1999034282955094,-0.10082345660407274,0.0
nyc_taxi,NAB,hand-tuned,online-no-reset,0.11197732104890147,0.21010638297872342,0.07632850241545894,0.04034334763948498,0.1999034282955094,-0.08792610724660792,0.0
nyc_taxi,NAB,hand-tuned,periodic,0.06686930091185411,0.15658362989323843,0.04251207729468599,0.03015021459227468,0.1999034282955094,-0.13303412738365528,0.0
nyc_taxi,NAB,hand-tuned,drift-triggered,0.07383100902378999,0.24456521739130435,0.043478260869565216,0.019742489270386267,0.1999034282955094,-0.12607241927171942,0.0
ambient_temperature_system_failure,NAB,robust_z@2,static,0.33885941644562334,0.22314410480349345,0.7038567493112947,0.3654060954204564,0.20763620763620763,0.1312232088094157,0.0
ambient_temperature_system_failure,NAB,robust_z@2,online-no-reset,0.0,0.0,0.0,0.0,0.20763620763620763,-0.20763620763620763,0.0
ambient_temperature_system_failure,NAB,robust_z@2,periodic,0.0,0.0,0.0,0.0,0.20763620763620763,-0.20763620763620763,0.0
ambient_temperature_system_failure,NAB,robust_z@2,drift-triggered,0.0,0.0,0.0,0.023775331099409606,0.20763620763620763,-0.20763620763620763,0.0
ambient_temperature_system_failure,NAB,robust_z@3,static,0.35378787878787876,0.24399164054336467,0.6432506887052342,0.305409286740067,0.20763620763620763,0.14615167115167113,0.0
ambient_temperature_system_failure,NAB,robust_z@3,online-no-reset,0.0,0.0,0.0,0.0,0.20763620763620763,-0.20763620763620763,0.0
ambient_temperature_system_failure,NAB,robust_z@3,periodic,0.0,0.0,0.0,0.0,0.20763620763620763,-0.20763620763620763,0.0
ambient_temperature_system_failure,NAB,robust_z@3,drift-triggered,0.0,0.0,0.0,0.0,0.20763620763620763,-0.20763620763620763,0.0
ambient_temperature_system_failure,NAB,robust_z@5,static,0.3690103000447828,0.2733908427339084,0.5674931129476584,0.24046593266315622,0.20763620763620763,0.16137409240857517,0.0
ambient_temperature_system_failure,NAB,robust_z@5,online-no-reset,0.0,0.0,0.0,0.0,0.20763620763620763,-0.20763620763620763,0.0
ambient_temperature_system_failure,NAB,robust_z@5,periodic,0.0,0.0,0.0,0.0,0.20763620763620763,-0.20763620763620763,0.0
ambient_temperature_system_failure,NAB,robust_z@5,drift-triggered,0.0,0.0,0.0,0.0,0.20763620763620763,-0.20763620763620763,0.0
ambient_temperature_system_failure,NAB,tukey@1.5,static,0.350864288341302,0.23933768188660312,0.6570247933884298,0.3180149992021701,0.20763620763620763,0.14322808070509438,0.0
ambient_temperature_system_failure,NAB,tukey@1.5,online-no-reset,0.0,0.0,0.0,0.0,0.20763620763620763,-0.20763620763620763,0.0
ambient_temperature_system_failure,NAB,tukey@1.5,periodic,0.0,0.0,0.0,0.0,0.20763620763620763,-0.20763620763620763,0.0
ambient_temperature_system_failure,NAB,tukey@1.5,drift-triggered,0.0,0.0,0.0,0.0,0.20763620763620763,-0.20763620763620763,0.0
ambient_temperature_system_failure,NAB,tukey@3,static,0.361456102783726,0.2622747047855811,0.581267217630854,0.25674166267751714,0.20763620763620763,0.15381989514751834,0.0
ambient_temperature_system_failure,NAB,tukey@3,online-no-reset,0.0,0.0,0.0,0.0,0.20763620763620763,-0.20763620763620763,0.0
ambient_temperature_system_failure,NAB,tukey@3,periodic,0.0,0.0,0.0,0.0,0.20763620763620763,-0.20763620763620763,0.0
ambient_temperature_system_failure,NAB,tukey@3,drift-triggered,0.0,0.0,0.0,0.0,0.20763620763620763,-0.20763620763620763,0.0
ambient_temperature_system_failure,NAB,target_rate@0.05,static,0.35802469135802467,0.25528169014084506,0.5991735537190083,0.27190043082814747,0.20763620763620763,0.15038848372181704,0.0
ambient_temperature_system_failure,NAB,target_rate@0.05,online-no-reset,0.09205020920502092,0.11727078891257996,0.07575757575757576,0.07483644486995372,0.20763620763620763,-0.1155859984311867,0.0
ambient_temperature_system_failure,NAB,target_rate@0.05,periodic,0.24081822408182238,0.18175438596491228,0.35674931129476584,0.2273815222594543,0.20763620763620763,0.03318201644561475,0.0
ambient_temperature_system_failure,NAB,target_rate@0.05,drift-triggered,0.20857863751051303,0.2678185745140389,0.17079889807162535,0.07387904898675603,0.20763620763620763,0.0009424298743054005,0.0
ambient_temperature_system_failure,NAB,target_rate@0.10,static,0.3411167512690355,0.22611036339165544,0.6942148760330579,0.3556725706079464,0.20763620763620763,0.13348054363282788,0.0
ambient_temperature_system_failure,NAB,target_rate@0.10,online-no-reset,0.11715481171548119,0.10348468848996832,0.1349862258953168,0.151108983564704,0.20763620763620763,-0.09048139592072645,0.0
ambient_temperature_system_failure,NAB,target_rate@0.10,periodic,0.2396946564885496,0.16578669482576558,0.4325068870523416,0.302217967129408,0.20763620763620763,0.032058448852341964,0.0
ambient_temperature_system_failure,NAB,target_rate@0.10,drift-triggered,0.20324189526184538,0.1856492027334852,0.22451790633608815,0.14009893090793044,0.20763620763620763,-0.004394312374362247,0.0
ambient_temperature_system_failure,NAB,quantile@0.9,static,0.3411167512690355,0.22611036339165544,0.6942148760330579,0.3556725706079464,0.20763620763620763,0.13348054363282788,0.0
ambient_temperature_system_failure,NAB,quantile@0.9,online-no-reset,0.11715481171548119,0.10348468848996832,0.1349862258953168,0.151108983564704,0.20763620763620763,-0.09048139592072645,0.0
ambient_temperature_system_failure,NAB,quantile@0.9,periodic,0.2396946564885496,0.16578669482576558,0.4325068870523416,0.302217967129408,0.20763620763620763,0.032058448852341964,0.0
ambient_temperature_system_failure,NAB,quantile@0.9,drift-triggered,0.20324189526184538,0.1856492027334852,0.22451790633608815,0.14009893090793044,0.20763620763620763,-0.004394312374362247,0.0
ambient_temperature_system_failure,NAB,quantile@0.98,static,0.37125129265770423,0.29718543046357615,0.49449035812672176,0.19275570448380405,0.20763620763620763,0.1636150850214966,0.0
ambient_temperature_system_failure,NAB,quantile@0.98,online-no-reset,0.08492569002123142,0.18518518518518517,0.05509641873278237,0.03446625179511728,0.20763620763620763,-0.12271051761497621,0.0
ambient_temperature_system_failure,NAB,quantile@0.98,periodic,0.28949199721642305,0.29254571026722925,0.2865013774104683,0.11345141215892772,0.20763620763620763,0.08185578958021542,0.0
ambient_temperature_system_failure,NAB,quantile@0.98,drift-triggered,0.07627118644067797,0.1651376146788991,0.049586776859504134,0.03478538375618318,0.20763620763620763,-0.13136502119552967,0.0
ambient_temperature_system_failure,NAB,hand-tuned,static,0.37125129265770423,0.29718543046357615,0.49449035812672176,0.19275570448380405,0.20763620763620763,0.1636150850214966,0.0
ambient_temperature_system_failure,NAB,hand-tuned,online-no-reset,0.08492569002123142,0.18518518518518517,0.05509641873278237,0.03446625179511728,0.20763620763620763,-0.12271051761497621,0.0
ambient_temperature_system_failure,NAB,hand-tuned,periodic,0.28949199721642305,0.29254571026722925,0.2865013774104683,0.11345141215892772,0.20763620763620763,0.08185578958021542,0.0
ambient_temperature_system_failure,NAB,hand-tuned,drift-triggered,0.07627118644067797,0.1651376146788991,0.049586776859504134,0.03478538375618318,0.20763620763620763,-0.13136502119552967,0.0
rogue_agent_key_updown,NAB,robust_z@2,static,0.06674338319907941,0.0855457227138643,0.05471698113207547,0.07856315179606026,0.21878224974200206,-0.15203886654292265,0.0
rogue_agent_key_updown,NAB,robust_z@2,online-no-reset,0.06736842105263158,0.0761904761904762,0.06037735849056604,0.09733487833140209,0.21878224974200206,-0.15141382868937048,0.0
rogue_agent_key_updown,NAB,robust_z@2,periodic,0.01820250284414107,0.022922636103151862,0.01509433962264151,0.08088064889918888,0.21878224974200206,-0.20057974689786098,0.0
rogue_agent_key_updown,NAB,robust_z@2,drift-triggered,0.06844919786096257,0.07901234567901234,0.06037735849056604,0.09385863267670916,0.21878224974200206,-0.1503330518810395,0.0
rogue_agent_key_updown,NAB,robust_z@3,static,0.04594180704441042,0.12195121951219512,0.02830188679245283,0.02850521436848204,0.21878224974200206,-0.17284044269759163,0.0
rogue_agent_key_updown,NAB,robust_z@3,online-no-reset,0.044709388971684055,0.10638297872340426,0.02830188679245283,0.03267670915411356,0.21878224974200206,-0.174072860770318,0.0
rogue_agent_key_updown,NAB,robust_z@3,periodic,0.010540184453227932,0.017467248908296942,0.007547169811320755,0.053070683661645426,0.21878224974200206,-0.20824206528877412,0.0
rogue_agent_key_updown,NAB,robust_z@3,drift-triggered,0.03984063745019921,0.06726457399103139,0.02830188679245283,0.05168018539976825,0.21878224974200206,-0.17894161229180283,0.0
rogue_agent_key_updown,NAB,robust_z@5,static,0.02101576182136602,0.14634146341463414,0.011320754716981131,0.009501738122827346,0.21878224974200206,-0.19776648792063603,0.0
rogue_agent_key_updown,NAB,robust_z@5,online-no-reset,0.0,0.0,0.0,0.0,0.21878224974200206,-0.21878224974200206,0.0
rogue_agent_key_updown,NAB,robust_z@5,periodic,0.006269592476489029,0.018518518518518517,0.0037735849056603774,0.025028968713789106,0.21878224974200206,-0.21251265726551302,0.0
rogue_agent_key_updown,NAB,robust_z@5,drift-triggered,0.0,0.0,0.0,0.0,0.21878224974200206,-0.21878224974200206,0.0
rogue_agent_key_updown,NAB,tukey@1.5,static,0.06687565308254963,0.07494145199063232,0.06037735849056604,0.09895712630359212,0.21878224974200206,-0.15190659665945244,0.0
rogue_agent_key_updown,NAB,tukey@1.5,online-no-reset,0.06687565308254963,0.07494145199063232,0.06037735849056604,0.09895712630359212,0.21878224974200206,-0.15190659665945244,0.0
rogue_agent_key_updown,NAB,tukey@1.5,periodic,0.011235955056179775,0.013888888888888888,0.009433962264150943,0.08342989571263036,0.21878224974200206,-0.20754629468582228,0.0
rogue_agent_key_updown,NAB,tukey@1.5,drift-triggered,0.06729758149316509,0.07600950118764846,0.06037735849056604,0.09756662804171495,0.21878224974200206,-0.15148466824883697,0.0
rogue_agent_key_updown,NAB,tukey@3,static,0.04594180704441042,0.12195121951219512,0.02830188679245283,0.02850521436848204,0.21878224974200206,-0.17284044269759163,0.0
rogue_agent_key_updown,NAB,tukey@3,online-no-reset,0.044709388971684055,0.10638297872340426,0.02830188679245283,0.03267670915411356,0.21878224974200206,-0.174072860770318,0.0
rogue_agent_key_updown,NAB,tukey@3,periodic,0.010540184453227932,0.017467248908296942,0.007547169811320755,0.053070683661645426,0.21878224974200206,-0.20824206528877412,0.0
rogue_agent_key_updown,NAB,tukey@3,drift-triggered,0.03984063745019921,0.06726457399103139,0.02830188679245283,0.05168018539976825,0.21878224974200206,-0.17894161229180283,0.0
rogue_agent_key_updown,NAB,target_rate@0.05,static,0.04788732394366197,0.09444444444444444,0.03207547169811321,0.04171494785631518,0.21878224974200206,-0.1708949257983401,0.0
rogue_agent_key_updown,NAB,target_rate@0.05,online-no-reset,0.05224963715529753,0.11320754716981132,0.033962264150943396,0.036848203939745076,0.21878224974200206,-0.16653261258670451,0.0
rogue_agent_key_updown,NAB,target_rate@0.05,periodic,0.020942408376963352,0.03418803418803419,0.01509433962264151,0.054229432213209736,0.21878224974200206,-0.1978398413650387,0.0
rogue_agent_key_updown,NAB,target_rate@0.05,drift-triggered,0.04132231404958678,0.07653061224489796,0.02830188679245283,0.045422943221320976,0.21878224974200206,-0.17745993569241528,0.0
rogue_agent_key_updown,NAB,target_rate@0.10,static,0.06864988558352403,0.0872093023255814,0.05660377358490566,0.07972190034762457,0.21878224974200206,-0.15013236415847803,0.0
rogue_agent_key_updown,NAB,target_rate@0.10,online-no-reset,0.065081351689612,0.09665427509293681,0.04905660377358491,0.06234067207415991,0.21878224974200206,-0.15370089805239007,0.0
rogue_agent_key_updown,NAB,target_rate@0.10,periodic,0.02140309155766944,0.028938906752411574,0.016981132075471698,0.07207415990730012,0.21878224974200206,-0.1973791581843326,0.0
rogue_agent_key_updown,NAB,target_rate@0.10,drift-triggered,0.05787037037037037,0.0748502994011976,0.04716981132075472,0.07740440324449595,0.21878224974200206,-0.16091187937163168,0.0
rogue_agent_key_updown,NAB,quantile@0.9,static,0.06864988558352403,0.0872093023255814,0.05660377358490566,0.07972190034762457,0.21878224974200206,-0.15013236415847803,0.0
rogue_agent_key_updown,NAB,quantile@0.9,online-no-reset,0.065081351689612,0.09665427509293681,0.04905660377358491,0.06234067207415991,0.21878224974200206,-0.15370089805239007,0.0
rogue_agent_key_updown,NAB,quantile@0.9,periodic,0.02140309155766944,0.028938906752411574,0.016981132075471698,0.07207415990730012,0.21878224974200206,-0.1973791581843326,0.0
rogue_agent_key_updown,NAB,quantile@0.9,drift-triggered,0.05787037037037037,0.0748502994011976,0.04716981132075472,0.07740440324449595,0.21878224974200206,-0.16091187937163168,0.0
rogue_agent_key_updown,NAB,quantile@0.98,static,0.0392156862745098,0.14634146341463414,0.022641509433962263,0.019003476245654693,0.21878224974200206,-0.17956656346749225,0.0
rogue_agent_key_updown,NAB,quantile@0.98,online-no-reset,0.03915171288743883,0.14457831325301204,0.022641509433962263,0.019235225955967557,0.21878224974200206,-0.17963053685456323,0.0
rogue_agent_key_updown,NAB,quantile@0.98,periodic,0.012759170653907496,0.041237113402061855,0.007547169811320755,0.022479721900347624,0.21878224974200206,-0.20602307908809456,0.0
rogue_agent_key_updown,NAB,quantile@0.98,drift-triggered,0.03980099502487562,0.1643835616438356,0.022641509433962263,0.016917728852838935,0.21878224974200206,-0.17898125471712645,0.0
rogue_agent_key_updown,NAB,hand-tuned,static,0.0392156862745098,0.14634146341463414,0.022641509433962263,0.019003476245654693,0.21878224974200206,-0.17956656346749225,0.0
rogue_agent_key_updown,NAB,hand-tuned,online-no-reset,0.03915171288743883,0.14457831325301204,0.022641509433962263,0.019235225955967557,0.21878224974200206,-0.17963053685456323,0.0
rogue_agent_key_updown,NAB,hand-tuned,periodic,0.012759170653907496,0.041237113402061855,0.007547169811320755,0.022479721900347624,0.21878224974200206,-0.20602307908809456,0.0
rogue_agent_key_updown,NAB,hand-tuned,drift-triggered,0.03980099502487562,0.1643835616438356,0.022641509433962263,0.016917728852838935,0.21878224974200206,-0.17898125471712645,0.0
ec2_request_latency_system_failure,NAB,robust_z@2,static,0.15993404781533388,0.1118800461361015,0.28034682080924855,0.2859498680738786,0.20485494375370042,-0.04492089593836654,0.0
ec2_request_latency_system_failure,NAB,robust_z@2,online-no-reset,0.1476510067114094,0.12043795620437957,0.1907514450867052,0.18073878627968337,0.20485494375370042,-0.057203937042291014,0.0
ec2_request_latency_system_failure,NAB,robust_z@2,periodic,0.0398406374501992,0.0641025641025641,0.028901734104046242,0.051451187335092345,0.20485494375370042,-0.16501430630350122,0.0
ec2_request_latency_system_failure,NAB,robust_z@2,drift-triggered,0.05803571428571428,0.12745098039215685,0.03757225433526012,0.033641160949868076,0.20485494375370042,-0.14681922946798615,0.0
ec2_request_latency_system_failure,NAB,robust_z@3,static,0.14794007490636704,0.10941828254847645,0.22832369942196531,0.23812664907651715,0.20485494375370042,-0.05691486884733338,0.0
ec2_request_latency_system_failure,NAB,robust_z@3,online-no-reset,0.0,0.0,0.0,0.0,0.20485494375370042,-0.20485494375370042,0.0
ec2_request_latency_system_failure,NAB,robust_z@3,periodic,0.050704225352112685,1.0,0.02601156069364162,0.002968337730870712,0.20485494375370042,-0.15415071840158773,0.0
ec2_request_latency_system_failure,NAB,robust_z@3,drift-triggered,0.0,0.0,0.0,0.0,0.20485494375370042,-0.20485494375370042,0.0
ec2_request_latency_system_failure,NAB,robust_z@5,static,0.1233373639661427,0.10602910602910603,0.14739884393063585,0.15864116094986808,0.20485494375370042,-0.08151757978755772,0.0
ec2_request_latency_system_failure,NAB,robust_z@5,online-no-reset,0.0,0.0,0.0,0.0,0.20485494375370042,-0.20485494375370042,0.0
ec2_request_latency_system_failure,NAB,robust_z@5,periodic,0.0,0.0,0.0,0.0,0.20485494375370042,-0.20485494375370042,0.0
ec2_request_latency_system_failure,NAB,robust_z@5,drift-triggered,0.0,0.0,0.0,0.0,0.20485494375370042,-0.20485494375370042,0.0
ec2_request_latency_system_failure,NAB,tukey@1.5,static,0.13761467889908258,0.11406844106463879,0.17341040462427745,0.17348284960422164,0.20485494375370042,-0.06724026485461784,0.0
ec2_request_latency_system_failure,NAB,tukey@1.5,online-no-reset,0.0,0.0,0.0,0.0,0.20485494375370042,-0.20485494375370042,0.0
ec2_request_latency_system_failure,NAB,tukey@1.5,periodic,0.050704225352112685,1.0,0.02601156069364162,0.002968337730870712,0.20485494375370042,-0.15415071840158773,0.0
ec2_request_latency_system_failure,NAB,tukey@1.5,drift-triggered,0.050704225352112685,1.0,0.02601156069364162,0.002968337730870712,0.20485494375370042,-0.15415071840158773,0.0
ec2_request_latency_system_failure,NAB,tukey@3,static,0.12481426448736999,0.12844036697247707,0.12138728323699421,0.10784960422163588,0.20485494375370042,-0.08004067926633043,0.0
ec2_request_latency_system_failure,NAB,tukey@3,online-no-reset,0.0,0.0,0.0,0.0,0.20485494375370042,-0.20485494375370042,0.0
ec2_request_latency_system_failure,NAB,tukey@3,periodic,0.0,0.0,0.0,0.0,0.20485494375370042,-0.20485494375370042,0.0
ec2_request_latency_system_failure,NAB,tukey@3,drift-triggered,0.0,0.0,0.0,0.0,0.20485494375370042,-0.20485494375370042,0.0
ec2_request_latency_system_failure,NAB,target_rate@0.05,static,0.12199036918138043,0.1371841155234657,0.10982658959537572,0.09135883905013192,0.20485494375370042,-0.08286457457232,0.0
ec2_request_latency_system_failure,NAB,target_rate@0.05,online-no-reset,0.11276948590381426,0.13229571984435798,0.09826589595375723,0.08476253298153034,0.20485494375370042,-0.09208545784988616,0.0
ec2_request_latency_system_failure,NAB,target_rate@0.05,periodic,0.10989010989010989,0.15,0.08670520231213873,0.06596306068601583,0.20485494375370042,-0.09496483386359053,0.0
ec2_request_latency_system_failure,NAB,target_rate@0.05,drift-triggered,0.11334552102376598,0.15422885572139303,0.08959537572254335,0.06629287598944592,0.20485494375370042,-0.09150942272993444,0.0
ec2_request_latency_system_failure,NAB,target_rate@0.10,static,0.13567251461988303,0.11394891944990176,0.1676300578034682,0.16787598944591028,0.20485494375370042,-0.06918242913381739,0.0
ec2_request_latency_system_failure,NAB,target_rate@0.10,online-no-reset,0.14781634938409854,0.1206581352833638,0.1907514450867052,0.1804089709762533,0.20485494375370042,-0.057038594369601875,0.0
ec2_request_latency_system_failure,NAB,target_rate@0.10,periodic,0.12735166425470332,0.12753623188405797,0.12716763005780346,0.1137862796833773,0.20485494375370042,-0.0775032794989971,0.0
ec2_request_latency_system_failure,NAB,target_rate@0.10,drift-triggered,0.11094890510948904,0.11209439528023599,0.10982658959537572,0.11180738786279683,0.20485494375370042,-0.09390603864421138,0.0
ec2_request_latency_system_failure,NAB,quantile@0.9,static,0.13567251461988303,0.11394891944990176,0.1676300578034682,0.16787598944591028,0.20485494375370042,-0.06918242913381739,0.0
ec2_request_latency_system_failure,NAB,quantile@0.9,online-no-reset,0.14781634938409854,0.1206581352833638,0.1907514450867052,0.1804089709762533,0.20485494375370042,-0.057038594369601875,0.0
ec2_request_latency_system_failure,NAB,quantile@0.9,periodic,0.12735166425470332,0.12753623188405797,0.12716763005780346,0.1137862796833773,0.20485494375370042,-0.0775032794989971,0.0
ec2_request_latency_system_failure,NAB,quantile@0.9,drift-triggered,0.11094890510948904,0.11209439528023599,0.10982658959537572,0.11180738786279683,0.20485494375370042,-0.09390603864421138,0.0
ec2_request_latency_system_failure,NAB,quantile@0.98,static,0.10714285714285714,0.17088607594936708,0.07803468208092486,0.052110817941952506,0.20485494375370042,-0.09771208661084328,0.0
ec2_request_latency_system_failure,NAB,quantile@0.98,online-no-reset,0.09892473118279568,0.19327731092436976,0.06647398843930635,0.03924802110817942,0.20485494375370042,-0.10593021257090474,0.0
ec2_request_latency_system_failure,NAB,quantile@0.98,periodic,0.09433962264150944,0.2564102564102564,0.057803468208092484,0.025725593667546173,0.20485494375370042,-0.11051532111219098,0.0
ec2_request_latency_system_failure,NAB,quantile@0.98,drift-triggered,0.09195402298850576,0.2247191011235955,0.057803468208092484,0.029353562005277046,0.20485494375370042,-0.11290092076519466,0.0
ec2_request_latency_system_failure,NAB,hand-tuned,static,0.10714285714285714,0.17088607594936708,0.07803468208092486,0.052110817941952506,0.20485494375370042,-0.09771208661084328,0.0
ec2_request_latency_system_failure,NAB,hand-tuned,online-no-reset,0.09892473118279568,0.19327731092436976,0.06647398843930635,0.03924802110817942,0.20485494375370042,-0.10593021257090474,0.0
ec2_request_latency_system_failure,NAB,hand-tuned,periodic,0.09433962264150944,0.2564102564102564,0.057803468208092484,0.025725593667546173,0.20485494375370042,-0.11051532111219098,0.0
ec2_request_latency_system_failure,NAB,hand-tuned,drift-triggered,0.09195402298850576,0.2247191011235955,0.057803468208092484,0.029353562005277046,0.20485494375370042,-0.11290092076519466,0.0
